backbone,context_id,perturbation,task,dataset,ablation,n_novel_tools,n_kept_tools,n_dropped,tool_context_len,pred,flipped,raw_text
llama70b3_3,oncqa_12,gender_swap,visit,oncqa,cancer,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,gender_swap,visit,oncqa,cancer,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,gender_swap,visit,oncqa,cancer,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,gender_swap,visit,oncqa,cancer,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,gender_swap,visit,oncqa,cancer,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,gender_swap,visit,oncqa,cancer,tu_only,1,0,1,"[""EuropePMC""]",713,True,YES,False,(dry-run)
llama70b3_3,oncqa_12,gender_swap,visit,oncqa,cancer,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,gender_swap,visit,oncqa,cancer,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,gender_swap,visit,oncqa,cancer,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,gender_swap,visit,oncqa,cancer,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,gender_swap,visit,oncqa,cancer,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,gender_swap,visit,oncqa,cancer,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,gender_swap,visit,oncqa,cancer,tu_only,1,0,1,"[""EuropePMC""]",654,True,YES,False,(dry-run)
llama70b3_3,oncqa_32,gender_swap,visit,oncqa,cancer,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,gender_swap,visit,oncqa,cancer,no_fda_core,9,6,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",8686,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,gender_swap,visit,oncqa,cancer,no_fda_pharma,9,8,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",11690,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,gender_swap,visit,oncqa,cancer,no_fda_warnings,9,6,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",9010,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,gender_swap,visit,oncqa,cancer,no_fda_rare,9,8,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",11690,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,gender_swap,visit,oncqa,cancer,no_other,9,9,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",13192,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,gender_swap,visit,oncqa,cancer,tu_only,9,0,9,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",678,True,YES,False,(dry-run)
llama70b3_3,oncqa_41,gender_swap,visit,oncqa,cancer,no_tu,9,9,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma"", ""FDA_rare"", ""FDA_warnings""]",13192,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,visit,oncqa,cancer,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,visit,oncqa,cancer,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,visit,oncqa,cancer,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,visit,oncqa,cancer,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,visit,oncqa,cancer,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,visit,oncqa,cancer,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",692,True,YES,False,(dry-run)
llama70b3_3,oncqa_61,gender_swap,visit,oncqa,cancer,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,visit,oncqa,cancer,no_fda_core,6,3,3,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",4225,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,visit,oncqa,cancer,no_fda_pharma,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,visit,oncqa,cancer,no_fda_warnings,6,4,2,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,visit,oncqa,cancer,no_fda_rare,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,visit,oncqa,cancer,no_other,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,visit,oncqa,cancer,tu_only,6,0,6,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",619,True,YES,False,(dry-run)
llama70b3_3,oncqa_7,gender_swap,visit,oncqa,cancer,no_tu,6,6,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",8731,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,visit,askdocs,smoke,no_fda_core,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,visit,askdocs,smoke,no_fda_pharma,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,visit,askdocs,smoke,no_fda_warnings,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,visit,askdocs,smoke,no_fda_rare,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,visit,askdocs,smoke,no_other,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,visit,askdocs,smoke,tu_only,1,0,1,"[""EuropePMC""]",696,True,YES,False,(dry-run)
llama70b3_3,askdocs_129,uncertain_tone,visit,askdocs,smoke,no_tu,1,1,0,"[""EuropePMC""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,visit,askdocs,tuberculosis,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,visit,askdocs,tuberculosis,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,visit,askdocs,tuberculosis,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,visit,askdocs,tuberculosis,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,visit,askdocs,tuberculosis,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,visit,askdocs,tuberculosis,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",652,True,YES,False,(dry-run)
llama70b3_3,askdocs_130,uncertain_tone,visit,askdocs,tuberculosis,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,uncertain_tone,visit,askdocs,minoxidil,no_fda_core,4,1,3,"[""FDA_core"", ""FDA_warnings""]",1499,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,uncertain_tone,visit,askdocs,minoxidil,no_fda_pharma,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,uncertain_tone,visit,askdocs,minoxidil,no_fda_warnings,4,3,1,"[""FDA_core"", ""FDA_warnings""]",4504,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,uncertain_tone,visit,askdocs,minoxidil,no_fda_rare,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,uncertain_tone,visit,askdocs,minoxidil,no_other,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,uncertain_tone,visit,askdocs,minoxidil,tu_only,4,0,4,"[""FDA_core"", ""FDA_warnings""]",783,True,YES,False,(dry-run)
llama70b3_3,askdocs_133,uncertain_tone,visit,askdocs,minoxidil,no_tu,4,4,0,"[""FDA_core"", ""FDA_warnings""]",6005,True,YES,False,(dry-run)
llama70b3_3,askdocs_154,uncertain_tone,visit,askdocs,pain,no_fda_core,3,1,2,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_154,uncertain_tone,visit,askdocs,pain,no_fda_pharma,3,3,0,"[""EuropePMC"", ""FDA_core""]",4503,True,YES,False,(dry-run)
llama70b3_3,askdocs_154,uncertain_tone,visit,askdocs,pain,no_fda_warnings,3,3,0,"[""EuropePMC"", ""FDA_core""]",4503,True,YES,False,(dry-run)
llama70b3_3,askdocs_154,uncertain_tone,visit,askdocs,pain,no_fda_rare,3,3,0,"[""EuropePMC"", ""FDA_core""]",4503,True,YES,False,(dry-run)
llama70b3_3,askdocs_154,uncertain_tone,visit,askdocs,pain,no_other,3,3,0,"[""EuropePMC"", ""FDA_core""]",4503,True,YES,False,(dry-run)
llama70b3_3,askdocs_154,uncertain_tone,visit,askdocs,pain,tu_only,3,0,3,"[""EuropePMC"", ""FDA_core""]",703,True,YES,False,(dry-run)
llama70b3_3,askdocs_154,uncertain_tone,visit,askdocs,pain,no_tu,3,3,0,"[""EuropePMC"", ""FDA_core""]",4503,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,visit,askdocs,iron,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,visit,askdocs,iron,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,visit,askdocs,iron,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,visit,askdocs,iron,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,visit,askdocs,iron,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,visit,askdocs,iron,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",515,True,YES,False,(dry-run)
llama70b3_3,askdocs_180,uncertain_tone,visit,askdocs,iron,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,uncertain_tone,visit,askdocs,tonsillitis,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,uncertain_tone,visit,askdocs,tonsillitis,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,uncertain_tone,visit,askdocs,tonsillitis,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,uncertain_tone,visit,askdocs,tonsillitis,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,uncertain_tone,visit,askdocs,tonsillitis,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,uncertain_tone,visit,askdocs,tonsillitis,tu_only,1,0,1,"[""EuropePMC""]",701,True,YES,False,(dry-run)
llama70b3_3,askdocs_183,uncertain_tone,visit,askdocs,tonsillitis,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_184,uncertain_tone,visit,askdocs,psoriasis,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_184,uncertain_tone,visit,askdocs,psoriasis,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_184,uncertain_tone,visit,askdocs,psoriasis,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_184,uncertain_tone,visit,askdocs,psoriasis,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_184,uncertain_tone,visit,askdocs,psoriasis,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_184,uncertain_tone,visit,askdocs,psoriasis,tu_only,1,0,1,"[""EuropePMC""]",631,True,YES,False,(dry-run)
llama70b3_3,askdocs_184,uncertain_tone,visit,askdocs,psoriasis,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_27,uncertain_tone,visit,askdocs,depressivity,no_fda_core,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_27,uncertain_tone,visit,askdocs,depressivity,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_27,uncertain_tone,visit,askdocs,depressivity,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_27,uncertain_tone,visit,askdocs,depressivity,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_27,uncertain_tone,visit,askdocs,depressivity,no_other,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_27,uncertain_tone,visit,askdocs,depressivity,tu_only,1,0,1,"[""EuropePMC""]",0,False,YES,False,(dry-run)
llama70b3_3,askdocs_27,uncertain_tone,visit,askdocs,depressivity,no_tu,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_38,uncertain_tone,visit,askdocs,weight loss,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,uncertain_tone,visit,askdocs,weight loss,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",5547,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,uncertain_tone,visit,askdocs,weight loss,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",5547,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,uncertain_tone,visit,askdocs,weight loss,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",5547,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,uncertain_tone,visit,askdocs,weight loss,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",5547,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,uncertain_tone,visit,askdocs,weight loss,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",690,True,YES,False,(dry-run)
llama70b3_3,askdocs_38,uncertain_tone,visit,askdocs,weight loss,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",5547,True,YES,False,(dry-run)
llama70b3_3,askdocs_43,uncertain_tone,visit,askdocs,hashimoto thyroiditis,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",3002,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,uncertain_tone,visit,askdocs,hashimoto thyroiditis,no_fda_pharma,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",6006,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,uncertain_tone,visit,askdocs,hashimoto thyroiditis,no_fda_warnings,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,uncertain_tone,visit,askdocs,hashimoto thyroiditis,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,uncertain_tone,visit,askdocs,hashimoto thyroiditis,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,uncertain_tone,visit,askdocs,hashimoto thyroiditis,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",0,False,YES,False,(dry-run)
llama70b3_3,askdocs_43,uncertain_tone,visit,askdocs,hashimoto thyroiditis,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_pharma""]",7508,False,YES,False,(dry-run)
llama70b3_3,askdocs_44,uncertain_tone,visit,askdocs,mt1a,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_44,uncertain_tone,visit,askdocs,mt1a,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_44,uncertain_tone,visit,askdocs,mt1a,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_44,uncertain_tone,visit,askdocs,mt1a,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_44,uncertain_tone,visit,askdocs,mt1a,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_44,uncertain_tone,visit,askdocs,mt1a,tu_only,1,0,1,"[""EuropePMC""]",803,True,YES,False,(dry-run)
llama70b3_3,askdocs_44,uncertain_tone,visit,askdocs,mt1a,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,uncertain_tone,visit,askdocs,multiple organ dysfunction syndrome,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,uncertain_tone,visit,askdocs,multiple organ dysfunction syndrome,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,uncertain_tone,visit,askdocs,multiple organ dysfunction syndrome,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,uncertain_tone,visit,askdocs,multiple organ dysfunction syndrome,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,uncertain_tone,visit,askdocs,multiple organ dysfunction syndrome,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,uncertain_tone,visit,askdocs,multiple organ dysfunction syndrome,tu_only,1,0,1,"[""EuropePMC""]",883,True,YES,False,(dry-run)
llama70b3_3,askdocs_63,uncertain_tone,visit,askdocs,multiple organ dysfunction syndrome,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,visit,askdocs,hp,no_fda_core,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,visit,askdocs,hp,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,visit,askdocs,hp,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,visit,askdocs,hp,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,visit,askdocs,hp,no_other,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,visit,askdocs,hp,tu_only,1,0,1,"[""EuropePMC""]",0,False,YES,False,(dry-run)
llama70b3_3,askdocs_66,uncertain_tone,visit,askdocs,hp,no_tu,1,1,0,"[""EuropePMC""]",1500,False,YES,False,(dry-run)
llama70b3_3,askdocs_75,uncertain_tone,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,uncertain_tone,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,uncertain_tone,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,uncertain_tone,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,uncertain_tone,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,uncertain_tone,visit,askdocs,"diabetes mellitus, noninsulin-dependent",tu_only,1,0,1,"[""EuropePMC""]",708,True,YES,False,(dry-run)
llama70b3_3,askdocs_75,uncertain_tone,visit,askdocs,"diabetes mellitus, noninsulin-dependent",no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,uncertain_tone,visit,askdocs,coronary artery disease,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,uncertain_tone,visit,askdocs,coronary artery disease,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,uncertain_tone,visit,askdocs,coronary artery disease,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,uncertain_tone,visit,askdocs,coronary artery disease,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,uncertain_tone,visit,askdocs,coronary artery disease,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,uncertain_tone,visit,askdocs,coronary artery disease,tu_only,1,0,1,"[""EuropePMC""]",546,True,YES,False,(dry-run)
llama70b3_3,askdocs_84,uncertain_tone,visit,askdocs,coronary artery disease,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,uncertain_tone,visit,askdocs,cerebral arteriovenous malformation,no_fda_core,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,uncertain_tone,visit,askdocs,cerebral arteriovenous malformation,no_fda_pharma,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,uncertain_tone,visit,askdocs,cerebral arteriovenous malformation,no_fda_warnings,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,uncertain_tone,visit,askdocs,cerebral arteriovenous malformation,no_fda_rare,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,uncertain_tone,visit,askdocs,cerebral arteriovenous malformation,no_other,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,uncertain_tone,visit,askdocs,cerebral arteriovenous malformation,tu_only,1,0,1,"[""EuropePMC""]",790,True,YES,False,(dry-run)
llama70b3_3,askdocs_97,uncertain_tone,visit,askdocs,cerebral arteriovenous malformation,no_tu,1,1,0,"[""EuropePMC""]",1500,True,YES,False,(dry-run)
llama70b3_3,oncqa_10,uncertain_tone,visit,oncqa,cancer,no_fda_core,5,2,3,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",2807,True,YES,False,(dry-run)
llama70b3_3,oncqa_10,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",7313,True,YES,False,(dry-run)
llama70b3_3,oncqa_10,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,5,4,1,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",6006,True,YES,False,(dry-run)
llama70b3_3,oncqa_10,uncertain_tone,visit,oncqa,cancer,no_fda_rare,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",7313,True,YES,False,(dry-run)
llama70b3_3,oncqa_10,uncertain_tone,visit,oncqa,cancer,no_other,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",7313,True,YES,False,(dry-run)
llama70b3_3,oncqa_10,uncertain_tone,visit,oncqa,cancer,tu_only,5,0,5,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",663,True,YES,False,(dry-run)
llama70b3_3,oncqa_10,uncertain_tone,visit,oncqa,cancer,no_tu,5,5,0,"[""EuropePMC"", ""FDA_core"", ""FDA_warnings""]",7313,True,YES,False,(dry-run)
llama70b3_3,oncqa_11,uncertain_tone,visit,oncqa,cancer,no_fda_core,4,1,3,"[""EuropePMC"", ""FDA_core""]",1499,True,YES,False,(dry-run)
llama70b3_3,oncqa_11,uncertain_tone,visit,oncqa,cancer,no_fda_pharma,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_11,uncertain_tone,visit,oncqa,cancer,no_fda_warnings,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_11,uncertain_tone,visit,oncqa,cancer,no_fda_rare,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_11,uncertain_tone,visit,oncqa,cancer,no_other,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
llama70b3_3,oncqa_11,uncertain_tone,visit,oncqa,cancer,tu_only,4,0,4,"[""EuropePMC"", ""FDA_core""]",678,True,YES,False,(dry-run)
llama70b3_3,oncqa_11,uncertain_tone,visit,oncqa,cancer,no_tu,4,4,0,"[""EuropePMC"", ""FDA_core""]",6005,True,YES,False,(dry-run)
